-2.736182088829049452e-01,7.674540590908881299e+00
-2.275976089696252758e-01,7.651331239399127959e+00
-1.815770090563457173e-01,7.651110505085552127e+00
-1.355564091430661311e-01,7.567719311859937292e+00
-8.953580922978643386e-02,7.495756333986330233e+00
-4.351520931650677132e-02,7.439877456268584766e+00
2.505390596772943262e-03,7.366601421945856210e+00
4.852599051005249131e-02,7.301311868226497026e+00
9.454659042333214691e-02,7.210232733670524752e+00
1.405671903366117748e-01,7.103921288477315521e+00
1.865877902498914720e-01,6.993395154007819414e+00
2.326083901631711415e-01,6.874351897290388536e+00
